sentence_id	sentence	sentence_domain	source
045039a757e90a29c0c002e26061b3fc35c02c90ccdff944eea5290ecb836d82	तुम्हारे दोस्त की रिहाई के बदले में हमे क्या मिलेगा?		tatoeba.org
0450f1fcf2c0490a02e8312c63e6f56a6251eed3d701b039cd65901885635ac2	मुझे यह पूरी भाषा सीखने में कोई जल्दी नहीं है।		tatoeba.org
04618e75ff50768f48d4c748fd565f5aabfcadc2d4e858c0a512ab0bc2ebf63c	हम नहीं जानते।		tatoeba.org
046243ea826e7d1d5bf2c0e1051ab28870fb669e37390511878c36b3088d8225	पागल!		tatoeba.org
04649a31632f8a47c27496517d46ab4c7d2e867d89e020ae07951e60bc2e51a8	बस आ रही है।		tatoeba.org
046d899d0edb4b97c62c249bb20262bb61bb83bd3a209937e102d5474a0a6ff1	थोड़ी कॉफ़ी मिलेगी?		tatoeba.org
0478dd8502f18da7ca681ab27a4873cf82952392eb00eb59495f15419e6290c9	पीछे हो जाइए!		tatoeba.org
047dbdaf224579f8e2e58579792eb632eb4e19abb7778fc84dd388099e32b68c	बक्से में एक गुड़िया होती है।		tatoeba.org
0480c4d327d3552c2835a078b40efcbb16d74b3a34e43d1043d807e12abee374	बड़े बेटी को ब्रिटिश बनना है।		tatoeba.org
04836b9f14d98dab6716706e8f06252ee8c84bcc2380cbcdda4c089a074ab3c7	उन्होंने टॉम को देखा।		tatoeba.org
04865162143e9e31486273683005781d010474a4ac0ea4e985c138bb1cdbe05f	दाई-मेरी तरफ से रुद्र बाबू को मिठाइयाँ मँगवा दीजिएगा।		http://premchand.co.in/story/mahateerth
0486b8ad3a61cd2f0f507350836ee6a9eb0ddf43b2a3392803b9835a0d6eed34	ईरान दुनिया का अठारहवाँ सबसे बड़ा देश है।		tatoeba.org
0488ea3a36037100319eaf0e479907e63b108c032cdde183e0e12b9a49294169	टॉम को बताओ की मेरी क्या पहनी हुई थी।		tatoeba.org
048bac12aae6e4eef3fa3af0abe964cdf58d02921b98935a060eda717333e1de	फिर से देखो।		tatoeba.org
048c368e6fbbb7ca2363eceb1bc5cda8b01f62e2bbf77dd4a5bd9395dbb949a9	तुम अंग्रेज़ी क्यों सीखना चाहती हो?		tatoeba.org
048ebca16662f83d529b13cdf012165097bf107bd1610e322d23776686f789a1	यह गाड़ी काली है।		tatoeba.org
049764000a52fd3ecddaf42788816dbf3dc34bd57e24bec8d778ce56f790890d	टॉम को पानी की ज़रूरत है।		tatoeba.org
049c587261606798919a53cd04997aaf848fd2d0e9e5629ee73b773ddb5162cd	मैं तुम्हें एक मौका दे रहा हूँ।		tatoeba.org
049f1c5d7d2c95352af8307baa836cb716c42f28ba7f26ace68da1e78745c051	काम से छुट्टी मिलने के बाद सभी कर्मचारियों ठंडी बियर पीते हुए आराम किया।		tatoeba.org
04afa60bf579d5d19d6a4c43252e05c678b2ae2b4ff0447ec19d1d94991bc419	मुझे अभी भी लगता है के हमने हाँ कहना चाहिए था।		tatoeba.org
04c24a3368511aa59c50d9445ab544534ad20fab5afa4844b85d4c5f396388d8	मुझे बाहर जाने दो !		tatoeba.org
04c2ca4463c6bd10011be73e47b46f405110bd80247c45479d85f7a0ad262d63	वह जर्मनी से है।		tatoeba.org
04c4d8e96601cca8210ae9f05c7b868a7b050baf42d301ba1f9ce3fc1cca2647	खगोल विद्या किसी भी तरह से नई विद्या नहीं है।		tatoeba.org
04c7f41f4f01f6b2269f00397435ac6aacc980893534de4fedf80cca965ea12a	उस शब्द का उच्चारण वैसे नहीं किया जाता।		tatoeba.org
04c8a526929f547f4ee78119909669d0a2288b105b39bd0f43f1e71dd2aaa8bc	आराम कीजिए।		tatoeba.org
04ca92df5104ad562f2135aad46fb19c0455f59d92ccaf90e8f15e0f70373feb	कुछ नहीं होगा।		tatoeba.org
04d103b3fae8b2d5819f837837c3c0fc1c48f571853002b0e7ae1fd8ba0c7e50	मैरी बहुत सुंदर है।		tatoeba.org
04d1743b8fd16069774400a5979096d649437d1f5937ebcce40f57df1901ab43	मैं आप से पूरे दिल से नफ़रत करती हूं।		tatoeba.org
04d2f03bbdc0526270b3d58d2dd036cc7e03b96a9ab509627b927b9044ff0f73	सभी मांस खराब था।		tatoeba.org
04d3e67114541889a92070b4c070a6387de0a6f9975c6659680c8e79f5e8d5fd	फिले के लैंडिंग स्थल का नाम आगिल्किआ रखा गया।		tatoeba.org
04e05fe88f2d30df785a6f510a13714befd88af5d9490f8c4482e3a308d2382e	मैं उसे अच्छी तरह से नहीं जानता।		tatoeba.org
04e48dba02757449952388cedc3e4e7eba6efc8b71c1e5d72c7a702777c98b0a	मैं तुम से लड़ूंगा।		tatoeba.org
04eb681594019683dd5a21b27df7a8f53a063528bb8ca1c74ea976fd1680cec0	बास्टन जैसी कोई जगह नहीं है।		tatoeba.org
04ed3e33af62d4853b0af291403a1b9052e2455d25fb3c929906050f29e58e1f	उसे गोली लगी है!		tatoeba.org
04efb89f84cf297bab51167b74bd38efa13e98715a31810199428b493b4da1f5	रस्सी जल गई, पर बल नहीं गया।		tatoeba.org
04f1f7aa211acf264e3e1d9dcb556cd863e69fdd3f58191ceba0a47087cc3ac8	मुझे यह देश समझ ही नहीं आता।		tatoeba.org
04f9968727bfed0ca43b6a21146f419cef6e6167dadc76294c0c13ed7cd28813	इस अल्फाज का मतलब क्या है?		tatoeba.org
04fa52eea9b47107cf8d47e0e52eb60786856873e7fed28f617d1169e701aa14	क्या आप कुछ खाना चाहेंगी?		tatoeba.org
04feb52f2abf10087f2dca3894f12a1d068af73d039b696a0bf3cde743f68226	क्या तुमको गाड़ी चलाना आता है?		tatoeba.org
0500c85119419ca669d5bb5a8b1d64446f22e2a18f9ba935ef515b569809ba1c	तुम्हें चाय अच्छी लगती है?		tatoeba.org
0518310a3374de9963f2c6accc9d6b5a6b910e1ef23d9a16d90ede77cd6913c1	ऐना छोटी लड़की है।		tatoeba.org
051ace2323b7990a516838cdcb2cb87e4335b137252b626cc0efcfcf141732bc	हम अकसर दूसरों के सामने अपने ख़यालों को छुपाते हैं।		tatoeba.org
051c1b79d849c5d9a15693994487dfc0755372e2ff46811639014c983f06aa3e	मैं थक गया हूँ!		tatoeba.org
052561e85a9b70fe6cbc72959f1b5d40367a7c136b9bbed654a4d451298acc1b	मैं टॉम की मदद करने की कोशिश कर रहा हूँ।		tatoeba.org
0525ead04d43f26184c0eabc7a9117ea21f3385d16b8b639797ef356fc121a51	टॉम मेरे उपर रहता है।		tatoeba.org
052a514426e68c3e8ae20905bbd73825bd2318bb113698635c29f0683e32311d	तुम ने तो कहा था तुम वैसा नहीं करोगी।		tatoeba.org
052de9eab908bb561cd0d4b6cac3da3c16ecaaeec1d62f126490f805680791a2	यह हंगामा काहे के लिए है?		tatoeba.org
053524d988bcd5cff34b1b2d35a34068a202d980d5eb0e57fb8ea2055b9d52c2	मुझे नहीं पता कि टॉम मुझ से क्या करवाना चाहते हैं।		tatoeba.org
0542c56c581f586754d60e89400f544b1df43295301d7fb08c762ab9c75b49c9	मेरे पास पहले से ही यह किताब है।		tatoeba.org
054d6bc959ddcf1cd78384e15491762a5218f6b65e2bf2f7dd021e283c221b3e	आराम करो।		tatoeba.org
0554e2f8cb9c44302d9a795b6993b34961acfa8032d83b1c0a411d4a8c91af3d	मैं वैसा नहीं हूँ।		tatoeba.org
05614a2c093c3df839bcc8aee7aa14f324615601ba5daae40394bf0b6c9ea1be	टॉम ने एक और बियर पी ली ।		tatoeba.org
0568442c317d380f660c2e94274d061e767006013f96bc737699be55f9f121ca	व्यस्त लग रहे हें।		tatoeba.org
0571211af670d868e66d75ff5893ada5ccbb75c275b971a3d2fd37724a63416e	मूँ बंद!		tatoeba.org
05729bd3b8b36d72689f4943421401b0480c1b8400b7e477e5726511ddc602c6	यह मेरी सहेली है।		tatoeba.org
057901395bab7261a055da6f7aaba45a31ef0e125aa4bcd330ddb5c1344a5be5	यहाँ कई सारे सैनिक मारे गये थे।		tatoeba.org
057ae0ff50055713c05ee6225874c4a4b8fe7a18e086bd1acd36ee8e54d663b5	मैं रूस में जन्मा थी।		tatoeba.org
057af9860a3e68fbab939b188a389f5894e336eeb98dc74e39f979c4c1bedf71	उसे बाहर ले जा।		tatoeba.org
058d28cd267138a7ef29e0d70eead3197e0b7478a4ca802f80c2e0591bdd59db	तुम क्या देखना चाहते हो?		tatoeba.org
0590226039e56f83fe99831b96df85084b4584e5e873fbebd96ee32d5157bfca	मज़े करो।		tatoeba.org
0591d88088cde6d8954e6313836c5d9d62bad720abcd1bcee690d67bc7f7b5c7	आप चाय पीतीं हैं।		tatoeba.org
0593a68c668daa1fe944fa16a81f5d06be2a2b9f1d0efd0d2ba13ae2571a192b	मैं जानती थी तुम छोड़ दोगे।		tatoeba.org
05ad0e91d9cb77835f38e19814c006a0b17297eec2678df39c79dc7d7966dd49	उन्होंने अपने सिर उठाएं।		tatoeba.org
05b06f6ede0ce470cab493c7822cc6a752e07a8f6a75a60ffa7472eb940d926f	सिंह को जानवरों का राजा कहते है।		tatoeba.org
05b297dcf6457f5df61c9d8512099f3d239bff141e5a66b1a7722506959bc1a6	क्या आप के पास इससे सस्ता कमरा है?		tatoeba.org
05bd3bbf1d8607e82ce70a3ec6bdf00e365af950287b5ca54309c03c330e5090	रहना!		tatoeba.org
05bec47ede8e0b366b2109c791647f95310a8ff2a5a347f6820f4cc4ec22ef62	कुछ तो खाओ।		tatoeba.org
05c3259b863961f894962bc11eabfe292cf357abae60769d85af45e130514a1b	हम तीन हैं।		tatoeba.org
05d1c7adcd4fcc1e59a7e736e68ef5d1c8923dc97b30cce0ff27c3b8c39b0136	शायद तुम सही हो, शायद मैं स्वार्थी रहा हूँ।		tatoeba.org
05d255a86d1ccac6ed2bda178bc7efa909dcf5820ff3d13f46344ae886169a30	यहां टॉम के साथ रुको।		tatoeba.org
05d9f2993f5d6e373a259e852eb3e35857cde583c9a65b551ea2563a3a2a941d	मैंने दरवाज़े पर टिकट दिखाया।		tatoeba.org
05dcd8a28f76e5f02096a8bf6f87fba3f3d6a77cb5791668fa7aea00f5b6c650	कहते हैं के फ़ायरफ़ॉक्स प्रतिदिन ८ मिलियन से ज़्यादा बार डाउनलोड किया जाता है।		tatoeba.org
05dce6a1903c141cc5160e112c1bc55e93ce50b81d0ddd484db7857aaf7e9755	मैं मेरी बहन के साथ एक खेल खेलता हूँ।		tatoeba.org
05e0b73902562da6b66acc1a87822c84a6ca12766679b30a23ad9950972eddde	अच्छा नहीं है।		tatoeba.org
05e1cab21f51a5567ab43b51fffd9dfd70ad99aeb082e71b28aab5fbe500c936	वे लौटेंगे।		tatoeba.org
05e45047d6ca119c057b7f6fde0036ed3c4d8c4bc60e82304c95bf7721f1fbc7	मैं नाच रहा हूँ।		tatoeba.org
05e7023c4a6bc581d7b1e6c90307816e1c2ab18bd0dd3b038b579c2b59998e9d	कोई मेरी मदद क्यों नहीं करता?		tatoeba.org
05e83cb39e4231072c21ded09d642edfff9a4a3ab7202879ae79064772b372ba	उसके बाद क्या हुआ?		tatoeba.org
05f248c373907878f9ac339b98c127fa21ea2d0192cf9b2454f68656637174ff	क्या आपके देश के पास परमाणु हथियार हैं?		tatoeba.org
0618581e72b79f825e8a8e4bbbdf5536efd1399ab4d1686075be1ffd0892b39e	मैं कारण जानना चाहता हूँ।		tatoeba.org
0622877858b31b6ce207589b75cc43fc31a005de610986159aba3f3481661215	टॉम ने नीले कपड़े पहने थे।		tatoeba.org
062381dac140a5765c49f0643a00ef60beed67b6c4bf0d7a40e99eb459d72bf2	Hello		Self Citation
0623dd4b0c457f5ff4fce42dd0afb7ad0373c50a204f53e84b3ac653e9d2db65	टॉम वह नहीं खाएगा।		tatoeba.org
0624f44f03135a076a493da6c4c2f3e21c08329a654d915b6f4df0986a9f8ddf	वह आ सकता है।		tatoeba.org
0634dc2a13801b58471fe2da2c4c393c3419e31aa0ab9d0a538571e7f2b31b1c	मुसकुराओ।		tatoeba.org
063ec64f73b1cb7d442c39d68f46f50cb10fcdfe1b3ea785c28c8f03000309aa	गलती कहाँ है?		tatoeba.org
0640bbac9b2d35f32c9b2210b47bad5a6f49cb31df3d163c2dccc344009d26f0	तुमने मेरे पतलून के साथ क्या किया?		tatoeba.org
064a1476060387f535f743c06c0399542d010b60cc272da991af126d47459d58	हम सब टॉम की तरह हैं।		tatoeba.org
0650651361d46e5e8a80cd336d0090cec1cc5a0a8cef464e0f97170ce37aa179	टॉम पागल नहीं था।		tatoeba.org
065a7970a4b00dd3e82de3cfe204046284f3963612c0bffd798a6a520ee8feaa	मुझे तुम्हारी मदद करने का मन नहीं कर रहा।		tatoeba.org
0668aadf706942efcaf8aa72ad3f946a1d3454039b97d365dc52771fccb533ca	टॉम जीत गया।		tatoeba.org
067a7a2661fbc4a22b24b2b5a3a9dbaab160e6e8bcd3ecd5b9d992ddbaa2f3e9	हम सहमत हैं।		tatoeba.org
068ff01ca3f0af5af63669d010b97c4b6324d594356cf59876c12b32f9b47ba7	घोड़ा है।		tatoeba.org
0692bd248cf2a289d465d84d2e17cc4faf608ae4757f08e032aa4feb76542890	सूप में और नमक डालो।		tatoeba.org
06971f322ffe2449a53f31a9544ceb1a661325eede0b532f7dc47505fa21ab63	उसकी तीन बेटियाँ हैं।		tatoeba.org
069852ec69da1cd864dfa96842f8ecc2e0093ca7e04eb10d70af1aa64704e46a	टॉम बहादुर था।		tatoeba.org
069b305318889e15b7d6cbcf3efdc6a93190e3a74b5ecf54272e1ce80243c26e	अगस्त १९९० में इराक ने कुवैत पर आक्रमण किया।		tatoeba.org
06a9ee35d0ea5462ee7d1d170712d8d80cfc9fdf64ff84d57640394b372e9e37	मैं वह तुम पर छोड़ रहा हूँ।		tatoeba.org
06aac58d69483e7747471321a54db2bec95ae001b7f15eb82ee74dfe0559f30a	टॉम डूब गया।		tatoeba.org
06aeeaaf6104be6e5ec7534332e636ed87db849e7dd6bbbe35e84aec344a82b5	टॉम अकेला नहीं मरा।		tatoeba.org
06b53e39bb96a78deb56b8d7419171d7c93e43e61e9ec4d11c5f527944a97517	सड़क के सामने एक चर्च है।		tatoeba.org
06bd6fa7157420b2f5629269d06fb72bf13ff37b92246a45d8fbd2d485ffecec	खुद से कर।		tatoeba.org
06bec74c10e4bf9771be0303edc0deb003440f2f1af5bca08ed71a43863f2c2e	आकाश बड़ा है।		tatoeba.org
06c1d10a7775bf4bd3af8d0188f361d1186ce2c001ddb4a89800e0887c1ff1f8	यह लेखक रूसी है।		tatoeba.org
06c474771dc38d23da7f7896260e4a4d8be4cc40fe12fd36add286ad0c3734cb	मैंने भी सुना।		tatoeba.org
06cbec3811bb33fe28711fb7b1ea64a11eb43dbe492c51ee69e4bd2b681450f3	मैं कितना मोटा हूं।		tatoeba.org
06d2d177205f5a338591e382f930217c6eaab0a0555750942137eb4cd8532a1c	टॉम सोने जा रहा है।		tatoeba.org
06d84f7a2052e66d1c847055b70784dfdc63743d48cb1d5e91fffc14edef09a2	वैसा किसने कहाँ? वह तो पूरी तरह से गलत है!		tatoeba.org
06e1d2cb6605a42fcee4751f6078daffb84b0d2ba32880d9d417d9feab1e5986	क्या आप यह चाहते हैं?		tatoeba.org
06e43e89011fc6565f5c6688201f5ea9705f04a4771013e794a05755ed6f2a99	समझ गया।		tatoeba.org
06e4c1448b02051b51d583d72b1c8171f320b43895263cc2dbb73cf2cff2e9a3	मैं पूरी तरह से नंगा हूँ।		tatoeba.org
06e9e9ea5e10aeb5f26291db0cf45c37e6e7464e1210ecb8b8bbd8f34b311421	वही तो तुम ने मुझे बताया था।		tatoeba.org
06f4bf46538397009724f54af693d38f20e69181290f557bdae7c6d31ce5c7ce	मैं बाहर जा रहा था।		tatoeba.org
06f6261b52e2332be923f959309bee1153c6a9f46c4a00814c698f58d70917c8	मैं बच्चों को स्कूल ले गया।		tatoeba.org
07019348f56c759e07accbcac081c77e66fdcfb435eb6572b7afe6511a2b0374	टॉम और मेरी अपने हनीमून पर गए हैं।		tatoeba.org
070eea6ad6e5628133ce796581c4ac3fb146dadd8f8e8b5f9d97c1c7cf11e20e	मुझे वह कहानी बताइए।		tatoeba.org
070faa0550f2da9402a4f59b60fca08ba5312ed36111dcb2b3366e7f9602e82c	कुछ लोग मकड़ीयों से डरते हैं।		tatoeba.org
070fee95a8ec1de8e4a1ff680107874ace61da7f2715de26108d870b990e5647	हर कोई संतुष्ट न था।		tatoeba.org
0712949c0f64643cd9a0af7d4d242cfa2d61ad5fa1f79d422259ea8f7d314731	उसे अंदर ले आओ।		tatoeba.org
0716adb8f644939eee5feff3ca75dd0458df1b0e68c5aaa77a630974e664e853	यह चाय कुछ ज़्यादा ही मीठी है।		tatoeba.org
071e96478032bc05d6eec8cc13a3c73ecb411664cedb906639512f380625104e	यदि तुम उसे पूछो तो भी टॉम उसे नहीं करेगा।		tatoeba.org
0726ee3036e8995e239251be0667f7bb628108a8ae3cd54105181df2957e26fa	कोशिश कीजिए!		tatoeba.org
0740bbe6d7fac11eb080b2b1fe6818552a2a7bd3bd24f324cd882dfadc8b80ee	लड़ना मत।		tatoeba.org
0749daab1d4d1c45612e2462244f29e72b7053ce2d6088f0620c91626f5342e3	क्या आपको काले बिल्ले पसंद हैं?		tatoeba.org
074abafc9112d97dc39a3264a51c061daef8e8908b819d9a33c45250f9dba9ec	टॉम और मेरी अभी भी पाजामे पहन रहे हैं।		tatoeba.org
074e4018e6f2a3697f49a7f2c480452d16abf0115524f26ccf86d0f370634f70	मैं चलता हूँ।		tatoeba.org
075b7efe25535aca12300e881d11dcc06dcd82aba03c9259b024d888cac82f90	मैं होटल मेनेजर से बात करना चाहूंगी.		tatoeba.org
0763876e2d7ebfa263e801d089a63879a0606f5424a771ab7c2736ff558f2629	टॉम पागल था।		tatoeba.org
076459472d05e12ec71ec418f061b689100c77fb2a54532f23b2e90f7bfeb487	दोस्ती निस्संदेह रूप से निराश प्रेम की कसक के लिए उत्तम मरहम है।		tatoeba.org
076cc42cec0404379596b9dbb00f41f8ce7ee8eaffde25ba53bc5c5b33d9d6fb	मैं टॉम को धन्यवाद कहना चाहती हूं।		tatoeba.org
077f8820bf6190656dfe0b9b144e2f56c945840c1c6dfb9c48d61eabc0a415a4	तुम्हें तैरना नहीं आता। है ना?		tatoeba.org
07809c73fe9768784812edfe2066355b8cb27036524baaf20ab5ca68a024197f	मैं अपने बच्चों को टीवी नहीं देखने देता।		tatoeba.org
07827733558332498a5bf06f63fac103d24153e989c8368788f56165755f0a02	पापा को इस बारे में मत बताओं।		tatoeba.org
07889883d79d2d0c6b6e427b21198c82d3422a5418aa68ebb042467f5dd4f014	हम टॉम को क्या बताएं?		tatoeba.org
0797c76726e6aad79957cad0bf80e795727360cf613004cc03f4514c511e9658	उसे रूसी पॉप संगीत पसंद है।		tatoeba.org
079d0ad5a978b535191fa64b542e399d635032a0954ee7c438d8a082d7d605de	उन्होंने कल रात ख़ुद की जान लेने की कोशिश की।		tatoeba.org
079d462071e95bae7556bec74574c44a784a51d77462b457ea8060677629b358	आप मुझे नियम समझा सकते हैं क्या?		tatoeba.org
07a3337ffc60f6ed29522b1edbec60e4836ec92d22b6efe3c6d331ba29493fe1	पढ़ते रेह।		tatoeba.org
07b107166e6798d7f257a0f5094e76abd8b94a4e131d1dcdefd94eb320a2ecf7	टॉम हमें कभी कुछ नहीं बताता है.		tatoeba.org
07b370ee91b0ad77b1a36b4db62e70b7bd65ce4b943061575dad6c07ae7ff56f	मैं चीन में पैदा हुआ था।		tatoeba.org
07b6036865940c466f9390be7a983b29bd8c3e7f5d023d0560042a408b873560	आपको क्या हुआ है?		tatoeba.org
07b89d56275ccc1b3e445f4494cadaef4588bb5372d835a6c66ce1586a7aa8c4	टॉम ने वैसा क्यों किया?		tatoeba.org
07bc8911e6253a781a177973496f9a8e695ae7735a2939235367ec4fffd3930b	आपने टॉम को कब बताया?		tatoeba.org
07c058d7ebb99d9cbd1565cd20ad43481f5999cec795e557855023eb860b42b9	मुझे याद नहीं।		tatoeba.org
07c29cb3de944e9ecdb33b755cf915a8aa2a149e5f42b834976d288835c61e7c	तुम्हें मेरा नंबर कहाँ से मिला?		tatoeba.org
07c5f4202472d852a0ea6d43089c297f67ca784bd4042ca80ffbc727c23a548a	कहावत तो तुमने सुनी ही होगी: लंबा नाक, लंबा लंड।		tatoeba.org
07df3ae6e72732e07ada8c17c3cc072743d009d9d6d8523b93444c5c8c14b3a1	मुझे तुम सब पर गर्व है।		tatoeba.org
07e42ef3bd80792ae678cc23996785254a69a80617942dc935577eb8ec89f0a8	आगे आइए।		tatoeba.org
07e76c34360353d794a500c36761079628ec42ace89087686e07681f24367575	टॉम कब लौट आ रहा है?		tatoeba.org
07e9b01261966dbbfd64db273a1c7df612ed3cfd424b19eddd1fa1919718b11c	टॉम ने कॉलेज से स्नातक कर लिया है।		tatoeba.org
07ed9e2650cf6ec60d4fc8addff170e1abb92d4c4fe3be65c81c8ab0e2afdef9	पास रहना।		tatoeba.org
07f2444b7690cf5bc45a7e0a0e7d5900296257ff855ddd763d75a61cd6ed084a	उपर देखिए।		tatoeba.org
07f32a6014fa68572cff823acb249a168012aa5129c7083217eac1623d856477	मैंने देखा।		tatoeba.org
07f8c84209c3baddfebfecc28fb2c2a386221f0d91a8fbb34eb4e8374de0beef	मैने उसे कहीं भी नहीं देखा।		tatoeba.org
07f8fb64e5e77ee5caf6210d100763c59ea82c197dcd00af5349ee2e5d04da03	बिल्ला काला है।		tatoeba.org
07fcecee41287e4a9c08536b18c1004b19ab2dfb6356ef8035ac6d40097a344c	टॉम तुम से झूठ क्यों बोलेगा?		tatoeba.org
0804fdb757974775fc0ad6c986ae6377f04c1511b6f17b60f42cd22120c2a5d2	जाइए।		tatoeba.org
080b3a9656df034a4491829964da70e53e8c93f27e60885c5dc02abaecab1a5a	उसने उपन्यास को जर्मन में भाषान्तर किया।		tatoeba.org
08127a3390cb01afa521f399e5db2ff5319cc2d567f571861a793bec17246f8b	आसमान सितारों से भरा है।		tatoeba.org
0813ad6baee3773322eb172805c1f16b44aac8bdca2586f2cf891ea2de6cb576	क्या हमने ऑस्ट्रेलिया का झंडा बदलना चाहिए?		tatoeba.org
081652ee67214e8290e74a5ba245823e0b7ad3f6ea7d93bbb9207d7947eeefc1	फ़र्श पर किताबें पड़ी हुई हैं।		tatoeba.org
0829f787a936ed9090bb43bbe023fbf2c40e9d260e4e292fc81f855c4ab194f1	आँखों को झुकाएं, ख़यालात को बुलंद करें...		tatoeba.org
082e9f81b505a7d1cbc1db7b2f50205edffa05aac39399245914efa4920d560f	रोमन अपनी देवी, जूनो, की पूजा करते थे।		tatoeba.org
082f7b6c44d7dfc4d6b818c9b4a42539eabf3f1556ce871a5e21280f419c8561	तो?		tatoeba.org
0835f3416d6357a19f5eaf9910afb605033d4c196a48e758bd2388082ba6e003	तुम्हारे जैसे लोग कभी भी खुश नहीं होते।		tatoeba.org
085b1226719d3752bbc8be499ec42d3482badedc826f3c7585e802e60b0dc2c1	अमर पर फालिज गिर गया, पहाड़ टूट पड़ा, वजपात हो गया।		tatoeba.org
085e68680ce3c033dbd9941dae5d609a40664060eaa04bca770a876c0c4dd87f	मैं काबुकी नाटक का अध्ययन कर रहा हूं।		tatoeba.org
085efc5078be7c4cc0cc65edc3330a949220aa4d6e9b971f6ff538ab749c0c44	मैं बारिश में फंस गया और पूरा का पूरा भीग गया।		tatoeba.org
087a53a8611af74ef27ae538a3169f5e15fb40f294c7bf68c24df0afa051109c	आसपास देखो, टॉम।		tatoeba.org
087da4fcf13cc79e114efbcdf4f7eec51ec896310905629c6bad116ba0eabb49	फ़ेसबुक वॉट्सएप को १९ अरब डॉलरों में खरीद लेगा।		tatoeba.org
088ce3b225c90f4c28863907c4d99603d440130b3ae72eae0d10417ee43e0211	उन्होंने नयी हैंडबैग खरीदीं, मगर अगले ही दिन वह खो बैठीं।		tatoeba.org
088d263b031f63ddf8e5627b1ab889efc2d374e2b256fd33a87c43dfa6fc1aed	मुझें आपकी याद आ रही है।		tatoeba.org
